"KAD_GEM_CODE","KAD_NAAM","BURG_NR","BURG_GEM_KODE","BURG_NAAM","BEW_CODE","BEW_NAAM","MAPINFO_ID"
"GMT00","GEMERT","1652","GMT00","GEMERT-BAKEL","19","EINDHOVEN",20275
"GNG00","GRONINGEN A T/M R","0014","GNG00","GRONINGEN","22","GRONINGEN",20276
"GNG01","GRONINGEN AA T/M AD","0014","GNG00","GRONINGEN","22","GRONINGEN",20277
"GNK01","NIEUW-GINNEKEN","0758","BDA00","BREDA","13","BREDA",20278
"GNK02","GINNEKEN","0758","BDA00","BREDA","13","BREDA",20279
"GNM00","GENEMUIDEN","1896","ZTW02","ZWARTEWATERLAND","23","ZWOLLE",20280
"GNP00","GENNEP","0907","GNP00","GENNEP","18","ROERMOND",20281
"GOE00","GOES","0664","GOE00","GOES","12","MIDDELBURG",20282
"GOO00","GOOR","1735","HOF00","HOF VAN TWENTE","23","ZWOLLE",20283
"PSB00","PRINSENBEEK","0758","BDA00","BREDA","13","BREDA",20799
"PTE00","PUTTE","0873","WDT00","WOENSDRECHT","13","BREDA",20800
"PTG00","POORTUGAAL","0613","ABW00","ALBRANDSWAARD","15","ROTTERDAM",20801
"PTH01","PUTTERSHOEK","0585","BNM00","BINNENMAAS","15","ROTTERDAM",20802
"PTH02","POSTERHOLT","1669","RDL01","ROERDALEN","18","ROERMOND",20803
"PTN01","PUTTEN","0273","PTN01","PUTTEN","25","ARNHEM",20804
"PTN02","PETTEN","0441","SGN00","SCHAGEN","24","ALKMAAR",20805
"PTR00","SINT PIETER","0935","MTT00","MAASTRICHT","18","ROERMOND",20806
"PVT00","POORTVLIET","0716","TLN00","THOLEN","12","MIDDELBURG",20807
"PZE00","PEIZE","1699","NDV00","NOORDENVELD","21","ASSEN",20808
"RBG01","RIJSBERGEN","0879","ZDT02","ZUNDERT","13","BREDA",20809
"RBG02","RIJNSBURG","0537","KWK01","KATWIJK","16","ZOETERMEER",20810
"RDE00","ROLDE","1680","AAH00","AA EN HUNZE","21","ASSEN",20811
"RDH00","ROORDAHUIZUM","0055","BSH01","BOARNSTERHIM","20","LEEUWARDEN",20812
"RDK01","RIDDERKERK","0597","RDK01","RIDDERKERK","15","ROTTERDAM",20813
"RDK02","RAAMSDONK","0779","GTD01","GEERTRUIDENBERG","13","BREDA",20814
"RDN01","RODEN","1699","NDV00","NOORDENVELD","21","ASSEN",20815
"RDN02","RHEDEN","0275","RDN02","RHEDEN","25","ARNHEM",20816
"RDP00","RANSDORP","0363","ASD02","AMSTERDAM","14","AMSTERDAM",20817
"RGL00","ROGGEL","1640","LDL00","LEUDAL","18","ROERMOND",20818
"RHO00","RHOON","0613","ABW00","ALBRANDSWAARD","15","ROTTERDAM",20819
"RHV00","RIETHOVEN","1724","BEK00","BERGEIJK","19","EINDHOVEN",20820
"RIE00","RIED","0070","FNK02","FRANEKERADEEL","20","LEEUWARDEN",20821
"RIJ00","DE RIJP","0365","GRA01","GRAFT-DE RIJP","24","ALKMAAR",20822
"RKJ00","ROCKANJE","0614","WVN00","WESTVOORNE","15","ROTTERDAM",20823
"RKM00","RENKUM","0274","RKM00","RENKUM","25","ARNHEM",20824
"RLD00","RILLAND","0703","RMW00","REIMERSWAAL","12","MIDDELBURG",20825
"RLO00","RUURLO","1859","BKL10","BERKELLAND","25","ARNHEM",20826
"RMD00","ROERMOND","0957","RMD00","ROERMOND","18","ROERMOND",20827
